condition_id,model,pmse_mean,pmse_std,n
84,lasso,0.1537691056728363,,1
84,rf,0.31631230251784714,,1
84,ridge,0.15053458511829376,,1
85,elastic_net,0.6111466884613037,,1
85,extra_trees,0.6806301200566328,,1
85,gbrt,0.6719241136234437,,1
85,hist_gbrt,0.6358415096025477,,1
85,knn,0.7180601495083067,,1
85,lasso,0.6115742921829224,,1
85,rf,0.6514600241472515,,1
85,ridge,0.6113877892494202,,1
86,elastic_net,0.07051203399896622,,1
86,extra_trees,0.2907202966740107,,1
86,gbrt,0.240066978521261,,1
86,hist_gbrt,0.22033834571323319,,1
86,knn,0.3860500030235179,,1
86,lasso,0.07116245478391647,,1
86,rf,0.34774161379133833,,1
86,ridge,0.07374564558267593,,1
87,elastic_net,0.32842785120010376,,1
87,extra_trees,0.38596747837465406,,1
87,gbrt,0.3449429487873309,,1
87,hist_gbrt,0.3419473702430855,,1
87,knn,0.4322493318173004,,1
87,lasso,0.3284832239151001,,1
87,rf,0.39306754095009094,,1
87,ridge,0.32870835065841675,,1
88,elastic_net,0.6930207014083862,,1
88,extra_trees,0.7554013474695891,,1
88,gbrt,0.809689267440328,,1
88,hist_gbrt,0.840854136859787,,1
88,knn,0.7136304819376817,,1
88,lasso,0.6920942068099976,,1
88,rf,0.7489811247730248,,1
88,ridge,0.6908348798751831,,1
89,elastic_net,0.46573325991630554,,1
89,extra_trees,0.5423470948990095,,1
89,gbrt,0.5207531099753979,,1
89,hist_gbrt,0.5705115118834645,,1
89,knn,0.5647013392563924,,1
89,lasso,0.4649227261543274,,1
89,rf,0.5680772478095495,,1
89,ridge,0.4604949951171875,,1
90,elastic_net,0.48597484827041626,,1
90,extra_trees,0.5822172601339773,,1
90,gbrt,0.5777213690561133,,1
90,hist_gbrt,0.5477121883702196,,1
90,knn,0.6625123532272996,,1
90,lasso,0.486299991607666,,1
90,rf,0.6188371555692032,,1
90,ridge,0.48593735694885254,,1
91,elastic_net,0.10791384428739548,,1
91,extra_trees,0.37871652476301537,,1
91,gbrt,0.2852966242681982,,1
91,hist_gbrt,0.27376690336760545,,1
91,knn,0.5418814190334568,,1
91,lasso,0.10757431387901306,,1
91,rf,0.3851082779467176,,1
91,ridge,0.10893963277339935,,1
